"range","sensitivity_type","genus_species","source","realm","dormancy","filling_type","filling_value","lat_mp","range_area_km2","edge_type","type","Realm","data_gatherer","Genus","Species","Family","Kingdom","Phylum","Class","Order","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering_","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","Pelagic_habitat_for_marine_species_","source_logic_for_pelagic_habitat","limit_type","habitat_data_gatherer","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","upper_elevation_limit_meters","lower_elevation_limit_meters","elevational_range_source","Pelagic_habitat_.for_marine_species.","notes","metric"
"Sceloporus_occidentalis_IUCN","elev_x_dormancy","Sceloporus_occidentalis","IUCN","Terrestrial",NA,"warm_under",-5.1925067901612,38.4105152680001,1007976,"warm","min","Terrestrial","Ignacio","Sceloporus","occidentalis","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",6.615,"Meiri 2008","max adult SVL","insectivore","Johnson 1965","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Massot, M., Huey, R. B., Tsuji, J., & van Berkum, F. H. (2003). Genetic, prenatal, and postnatal correlates of dispersal in hatchling fence lizards (Sceloporus occidentalis). Behavioral Ecology, 14(5), 650-655.","walking","Squamate walking tetrapod","Yes","Brasfield, Sandra M., Larry G. Talent, and David M. Janz. ""Reproductive and thyroid hormone profiles in captive Western fence lizards (Sceloporus occidentalis) after a period of brumation."" Zoo biology 27.1 (2008): 36-48.","brumination","No","no info - based on climate",NA,"non-highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,3353,0,"NatureServe Explorer",NA,NA,"ct"
"Sceloporus_undulatus_IUCN","elev_x_dormancy","Sceloporus_undulatus","IUCN","Terrestrial",NA,"cold_over",11.9334971308708,33.6857207805,4098308,"cold","min","Terrestrial","Ignacio","Sceloporus","undulatus","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",6.25,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Hein, E. W., & Whitaker, S. J. (1997). Homing in eastern fence lizards (Sceloporus undulatus) following short-distance translocation. The Great Basin Naturalist, 348-351.","walking","Squamate walking tetrapod","Yes","McKinney & Marion",NA,"No","no info - based on climate",NA,"non-highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Sceloporus_undulatus_IUCN","Te_best","Sceloporus_undulatus","IUCN","terrestrial",NA,"cold_over",19.7415456771851,NA,NA,"cold","min","Terrestrial","Ignacio","Sceloporus","undulatus","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",6.25,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Hein, E. W., & Whitaker, S. J. (1997). Homing in eastern fence lizards (Sceloporus undulatus) following short-distance translocation. The Great Basin Naturalist, 348-351.","walking","Squamate walking tetrapod","Yes","McKinney & Marion",NA,"No","no info - based on climate",NA,"non-highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Sceloporus_undulatus_IUCN","Te_best","Sceloporus_undulatus","IUCN","terrestrial",NA,"warm_over",3.08189392089839,NA,NA,"warm","min","Terrestrial","Ignacio","Sceloporus","undulatus","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",6.25,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Hein, E. W., & Whitaker, S. J. (1997). Homing in eastern fence lizards (Sceloporus undulatus) following short-distance translocation. The Great Basin Naturalist, 348-351.","walking","Squamate walking tetrapod","Yes","McKinney & Marion",NA,"No","no info - based on climate",NA,"non-highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Sceloporus_undulatus_IUCN","elev_x_dormancy","Sceloporus_undulatus","IUCN","Terrestrial",NA,"warm_under",-3.4210567474366,33.6857207805,4098308,"warm","min","Terrestrial","Ignacio","Sceloporus","undulatus","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",6.25,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Hein, E. W., & Whitaker, S. J. (1997). Homing in eastern fence lizards (Sceloporus undulatus) following short-distance translocation. The Great Basin Naturalist, 348-351.","walking","Squamate walking tetrapod","Yes","McKinney & Marion",NA,"No","no info - based on climate",NA,"non-highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Sceloporus_variabilis_IUCN","Te_best","Sceloporus_variabilis","IUCN","terrestrial",NA,"cold_over",2.86523628234867,NA,NA,"cold","min","Terrestrial","Ignacio","Sceloporus","variabilis","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",5.807,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Andrews, R. M. (1998). Geographic variation in field body temperature of Sceloporus lizards. Journal of Thermal Biology, 23(6), 329-334.","Sceloporus lizards generally hibernate","No","no info - based on climate",NA,"non-highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,2500,0,"IUCN",NA,NA,"ct"
"Sceloporus_variabilis_IUCN","elev_x_dormancy","Sceloporus_variabilis","IUCN","Terrestrial",NA,"cold_under",-0.666579246521,19.871451299,758205,"cold","min","Terrestrial","Ignacio","Sceloporus","variabilis","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",5.807,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Andrews, R. M. (1998). Geographic variation in field body temperature of Sceloporus lizards. Journal of Thermal Biology, 23(6), 329-334.","Sceloporus lizards generally hibernate","No","no info - based on climate",NA,"non-highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,2500,0,"IUCN",NA,NA,"ct"
"Sceloporus_variabilis_IUCN","elev_x_dormancy","Sceloporus_variabilis","IUCN","Terrestrial",NA,"warm_under",-2.0441474914551,19.871451299,758205,"warm","min","Terrestrial","Ignacio","Sceloporus","variabilis","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",5.807,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Andrews, R. M. (1998). Geographic variation in field body temperature of Sceloporus lizards. Journal of Thermal Biology, 23(6), 329-334.","Sceloporus lizards generally hibernate","No","no info - based on climate",NA,"non-highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,2500,0,"IUCN",NA,NA,"ct"
"Sceloporus_variabilis_IUCN","Te_best","Sceloporus_variabilis","IUCN","terrestrial",NA,"warm_under",-4.3181076049805,NA,NA,"warm","min","Terrestrial","Ignacio","Sceloporus","variabilis","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",5.807,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Andrews, R. M. (1998). Geographic variation in field body temperature of Sceloporus lizards. Journal of Thermal Biology, 23(6), 329-334.","Sceloporus lizards generally hibernate","No","no info - based on climate",NA,"non-highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,2500,0,"IUCN",NA,NA,"ct"
"Scotina_gracilipes_GBIF","elev_x_dormancy","Scotina_gracilipes","GBIF","Terrestrial",NA,"cold_over",9.93164777755741,56.1790486938401,1013433,"cold","min","Terrestrial","Susana","Scotina","gracilipes","Liocranidae","Animalia","Arthropoda","Arachnida","Araneae",0.38,"Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is length in mm","carnivore","Wise (1995) Spiders in Ecological Webs. Cambridge University Press","N","spider","0-1","no info - no mention of aerial dispersal","walking","spider","No","Almquist, S. (1973). Habitat selection by spiders on coastal sand dunes in Scania, Sweden. Insect Systematics & Evolution, 4(2), 134-154.","assumed since low tolerance to cold","No","no info - based on climate",NA,"N","Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT50"
"Scotina_gracilipes_GBIF","Te_best","Scotina_gracilipes","GBIF","terrestrial",NA,"cold_over",10.3325676918029,NA,NA,"cold","min","Terrestrial","Susana","Scotina","gracilipes","Liocranidae","Animalia","Arthropoda","Arachnida","Araneae",0.38,"Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is length in mm","carnivore","Wise (1995) Spiders in Ecological Webs. Cambridge University Press","N","spider","0-1","no info - no mention of aerial dispersal","walking","spider","No","Almquist, S. (1973). Habitat selection by spiders on coastal sand dunes in Scania, Sweden. Insect Systematics & Evolution, 4(2), 134-154.","assumed since low tolerance to cold","No","no info - based on climate",NA,"N","Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT50"
"Scotina_gracilipes_GBIF","elev_x_dormancy","Scotina_gracilipes","GBIF","Terrestrial",NA,"warm_under",-21.4583396911621,56.1790486938401,1013433,"warm","min","Terrestrial","Susana","Scotina","gracilipes","Liocranidae","Animalia","Arthropoda","Arachnida","Araneae",0.38,"Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is length in mm","carnivore","Wise (1995) Spiders in Ecological Webs. Cambridge University Press","N","spider","0-1","no info - no mention of aerial dispersal","walking","spider","No","Almquist, S. (1973). Habitat selection by spiders on coastal sand dunes in Scania, Sweden. Insect Systematics & Evolution, 4(2), 134-154.","assumed since low tolerance to cold","No","no info - based on climate",NA,"N","Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT50"
"Scotina_gracilipes_GBIF","Te_best","Scotina_gracilipes","GBIF","terrestrial",NA,"warm_under",-14.7341194152832,NA,NA,"warm","min","Terrestrial","Susana","Scotina","gracilipes","Liocranidae","Animalia","Arthropoda","Arachnida","Araneae",0.38,"Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is length in mm","carnivore","Wise (1995) Spiders in Ecological Webs. Cambridge University Press","N","spider","0-1","no info - no mention of aerial dispersal","walking","spider","No","Almquist, S. (1973). Habitat selection by spiders on coastal sand dunes in Scania, Sweden. Insect Systematics & Evolution, 4(2), 134-154.","assumed since low tolerance to cold","No","no info - based on climate",NA,"N","Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT50"
"Spea_hammondii_IUCN","Te_best","Spea_hammondii","IUCN","terrestrial",NA,"cold_over",9.16067191585899,NA,NA,"cold","min","Terrestrial","Micky","Spea","hammondii","Scaphiopodidae","Animalia","Chordata","Amphibia","Anura",6.5,"Grismer, L. L. (2002). Amphibians and Reptiles of Baja California. The University of California Press, Berkeley","max adult SVL","insectivore","frog","N","frog migrations are not far enough to affect accuracy of realized range/experienced climate","0-1","Baumberger, K. L., Eitzel, M. V., Kirby, M. E., & Horn, M. H. (2019). Movement and habitat selection of the western spadefoot (Spea hammondii) in southern California. PloS one, 14(10), e0222532.","walking","frog","No","no info - based on climate (desert)",NA,"Yes","Groff, L. A., Duffy, W. G., Kahara, S. N., & Chapin, S. J. (2012). Temporally irregular breeding of western spadefoot toads (Spea hammondii) in managed wetlands. Northwestern Naturalist, 93(1), 79-83.","remains dormant 8-10 months, emerges with warm rain","non-highland specialist","NatureServe Explorer - sea level to usually below 910 m",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,1363,0,"NatureServe Explorer",NA,NA,"LT50"
"Spea_hammondii_IUCN","elev_x_dormancy","Spea_hammondii","IUCN","Terrestrial",NA,"cold_under",-7.11018322070595,35.2312285305001,122001,"cold","min","Terrestrial","Micky","Spea","hammondii","Scaphiopodidae","Animalia","Chordata","Amphibia","Anura",6.5,"Grismer, L. L. (2002). Amphibians and Reptiles of Baja California. The University of California Press, Berkeley","max adult SVL","insectivore","frog","N","frog migrations are not far enough to affect accuracy of realized range/experienced climate","0-1","Baumberger, K. L., Eitzel, M. V., Kirby, M. E., & Horn, M. H. (2019). Movement and habitat selection of the western spadefoot (Spea hammondii) in southern California. PloS one, 14(10), e0222532.","walking","frog","No","no info - based on climate (desert)",NA,"Yes","Groff, L. A., Duffy, W. G., Kahara, S. N., & Chapin, S. J. (2012). Temporally irregular breeding of western spadefoot toads (Spea hammondii) in managed wetlands. Northwestern Naturalist, 93(1), 79-83.","remains dormant 8-10 months, emerges with warm rain","non-highland specialist","NatureServe Explorer - sea level to usually below 910 m",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,1363,0,"NatureServe Explorer",NA,NA,"LT50"
