"range","sensitivity_type","genus_species","source","realm","dormancy","filling_type","filling_value","lat_mp","range_area_km2","edge_type","type","Realm","data_gatherer","Genus","Species","Family","Kingdom","Phylum","Class","Order","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering_","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","Pelagic_habitat_for_marine_species_","source_logic_for_pelagic_habitat","limit_type","habitat_data_gatherer","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","upper_elevation_limit_meters","lower_elevation_limit_meters","elevational_range_source","Pelagic_habitat_.for_marine_species.","notes","metric"
"Notechis_scutatus_IUCN","Te_best","Notechis_scutatus","IUCN","terrestrial",NA,"warm_under",-1.9737777709961,NA,NA,"warm","min","Terrestrial","Miguel R.","Notechis","scutatus","Elapidae","Animalia","Chordata","Reptilia","Squamata",150,"Butler et al. (2005) Wildlife Research 32: 165-171","max adult SVL","carnivore","Aubret et al. (2006) Behavioral Ecology 17(5): 716–725","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Butler, H., Malone, B., & Clemann, N. (2005). Activity patterns and habitat preferences of translocated and resident tiger snakes (Notechis scutatus) in a suburban landscape. Wildlife Research, 32(2), 157-163.","slithering","Squamate slithering tetrapod","Yes","Shine, R. (1979). Activity patterns in australian elapid snakes (Squamata: Serpentes: Elapidae). Herpetologica, 1-11.","inactive overwintering under hibernacula","No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Nucella_lapillus_GBIF","elev_x_dormancy","Nucella_lapillus","GBIF","Intertidal",NA,"cold_over",30.2894897460937,55.3157160854747,3661955,"cold","min","Intertidal","Jenn","Nucella","lapillus","Muricidae","Animalia","Mollusca","Gastropoda","Archaeogastropoda",4.2,"sealifebase",NA,"carnivore","Vasileios and Andrews (2000) Malacologia 42(1-2): 103-112","Non-migratory","taxa","10-100","Colson and Hughes (2004) Molecular Ecology 13(8): 2223-2233","non-pelagic development and crawling adults","Colson and Hughes (2004) Molecular Ecology 13(8): 2223-2233","No","unheard of for marine gastropods",NA,"No","unheard of for marine gastropods",NA,"non-highland specialist","intertidal","benthic",NA,"max, min",NA,NA,"intertidal",NA,NA,NA,NA,NA,NA,NA,NA,"benthic",NA,"LT50"
"Nucella_lapillus_GBIF","Te_best","Nucella_lapillus","GBIF","intertidal",NA,"cold_over",30.2894897460937,NA,NA,"cold","min","Intertidal","Jenn","Nucella","lapillus","Muricidae","Animalia","Mollusca","Gastropoda","Archaeogastropoda",4.2,"sealifebase",NA,"carnivore","Vasileios and Andrews (2000) Malacologia 42(1-2): 103-112","Non-migratory","taxa","10-100","Colson and Hughes (2004) Molecular Ecology 13(8): 2223-2233","non-pelagic development and crawling adults","Colson and Hughes (2004) Molecular Ecology 13(8): 2223-2233","No","unheard of for marine gastropods",NA,"No","unheard of for marine gastropods",NA,"non-highland specialist","intertidal","benthic",NA,"max, min",NA,NA,"intertidal",NA,NA,NA,NA,NA,NA,NA,NA,"benthic",NA,"LT50"
"Nucella_lapillus_GBIF","elev_x_dormancy","Nucella_lapillus","GBIF","Intertidal",NA,"warm_over",0.150001525878899,55.3157160854747,3661955,"warm","min","Intertidal","Jenn","Nucella","lapillus","Muricidae","Animalia","Mollusca","Gastropoda","Archaeogastropoda",4.2,"sealifebase",NA,"carnivore","Vasileios and Andrews (2000) Malacologia 42(1-2): 103-112","Non-migratory","taxa","10-100","Colson and Hughes (2004) Molecular Ecology 13(8): 2223-2233","non-pelagic development and crawling adults","Colson and Hughes (2004) Molecular Ecology 13(8): 2223-2233","No","unheard of for marine gastropods",NA,"No","unheard of for marine gastropods",NA,"non-highland specialist","intertidal","benthic",NA,"max, min",NA,NA,"intertidal",NA,NA,NA,NA,NA,NA,NA,NA,"benthic",NA,"LT50"
"Nucella_lapillus_GBIF","Te_best","Nucella_lapillus","GBIF","intertidal",NA,"warm_over",0.150001525878899,NA,NA,"warm","min","Intertidal","Jenn","Nucella","lapillus","Muricidae","Animalia","Mollusca","Gastropoda","Archaeogastropoda",4.2,"sealifebase",NA,"carnivore","Vasileios and Andrews (2000) Malacologia 42(1-2): 103-112","Non-migratory","taxa","10-100","Colson and Hughes (2004) Molecular Ecology 13(8): 2223-2233","non-pelagic development and crawling adults","Colson and Hughes (2004) Molecular Ecology 13(8): 2223-2233","No","unheard of for marine gastropods",NA,"No","unheard of for marine gastropods",NA,"non-highland specialist","intertidal","benthic",NA,"max, min",NA,NA,"intertidal",NA,NA,NA,NA,NA,NA,NA,NA,"benthic",NA,"LT50"
"Oedothorax_apicatus_GBIF","elev_x_dormancy","Oedothorax_apicatus","GBIF","Terrestrial",NA,"cold_under",-0.12877702713013,56.9490760621602,1500931,"cold","min","Terrestrial","Susana","Oedothorax","apicatus","Linyphiidae","Animalia","Arthropoda","Arachnida","Araneae",0.35,"Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is length in mm","carnivore","Everts et al. (1991) Archives of Environmental Contamination and Toxicology 20: 13-19","N","spider","1-10","Blandenier, G. (2009). Ballooning of spiders (Araneae) in Switzerland: general results from an eleven-year survey. Arachnology, 14(7), 308-316. - ballooning, majority only a few hundred metres but some multiple km","walking","spider","Yes","Blandenier, G., Bruggisser, O. T., Rohr, R. P., & Bersier, L. F. (2013). Are phenological patterns of ballooning spiders linked to habitat characteristics?. The Journal of Arachnology, 41(2), 126-132.","not reproducing in winter, therefore hibernate","No","no info - based on climate",NA,"N","Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT50"
"Oedothorax_apicatus_GBIF","Te_best","Oedothorax_apicatus","GBIF","terrestrial",NA,"cold_under",-2.16936826705932,NA,NA,"cold","min","Terrestrial","Susana","Oedothorax","apicatus","Linyphiidae","Animalia","Arthropoda","Arachnida","Araneae",0.35,"Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is length in mm","carnivore","Everts et al. (1991) Archives of Environmental Contamination and Toxicology 20: 13-19","N","spider","1-10","Blandenier, G. (2009). Ballooning of spiders (Araneae) in Switzerland: general results from an eleven-year survey. Arachnology, 14(7), 308-316. - ballooning, majority only a few hundred metres but some multiple km","walking","spider","Yes","Blandenier, G., Bruggisser, O. T., Rohr, R. P., & Bersier, L. F. (2013). Are phenological patterns of ballooning spiders linked to habitat characteristics?. The Journal of Arachnology, 41(2), 126-132.","not reproducing in winter, therefore hibernate","No","no info - based on climate",NA,"N","Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT50"
"Oedothorax_apicatus_GBIF","elev_x_dormancy","Oedothorax_apicatus","GBIF","Terrestrial",NA,"warm_under",-21.3469734191894,56.9490760621602,1500931,"warm","min","Terrestrial","Susana","Oedothorax","apicatus","Linyphiidae","Animalia","Arthropoda","Arachnida","Araneae",0.35,"Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is length in mm","carnivore","Everts et al. (1991) Archives of Environmental Contamination and Toxicology 20: 13-19","N","spider","1-10","Blandenier, G. (2009). Ballooning of spiders (Araneae) in Switzerland: general results from an eleven-year survey. Arachnology, 14(7), 308-316. - ballooning, majority only a few hundred metres but some multiple km","walking","spider","Yes","Blandenier, G., Bruggisser, O. T., Rohr, R. P., & Bersier, L. F. (2013). Are phenological patterns of ballooning spiders linked to habitat characteristics?. The Journal of Arachnology, 41(2), 126-132.","not reproducing in winter, therefore hibernate","No","no info - based on climate",NA,"N","Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT50"
"Oedothorax_apicatus_GBIF","Te_best","Oedothorax_apicatus","GBIF","terrestrial",NA,"warm_under",-14.4265785217285,NA,NA,"warm","min","Terrestrial","Susana","Oedothorax","apicatus","Linyphiidae","Animalia","Arthropoda","Arachnida","Araneae",0.35,"Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is length in mm","carnivore","Everts et al. (1991) Archives of Environmental Contamination and Toxicology 20: 13-19","N","spider","1-10","Blandenier, G. (2009). Ballooning of spiders (Araneae) in Switzerland: general results from an eleven-year survey. Arachnology, 14(7), 308-316. - ballooning, majority only a few hundred metres but some multiple km","walking","spider","Yes","Blandenier, G., Bruggisser, O. T., Rohr, R. P., & Bersier, L. F. (2013). Are phenological patterns of ballooning spiders linked to habitat characteristics?. The Journal of Arachnology, 41(2), 126-132.","not reproducing in winter, therefore hibernate","No","no info - based on climate",NA,"N","Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT50"
"Oncorhynchus_tshawytscha_GBIF","elev_x_dormancy","Oncorhynchus_tshawytscha","GBIF","Marine",NA,"cold_over",1.56487176427617,50.4516335460081,2653529,"cold","min","Marine","Jenn","Oncorhynchus","tshawytscha","Salmonidae","Animalia","Chordata","Actinopterygii","Salmoniformes",150,"fishbase",NA,"carnivore","fishbase","yes","Anadromous (Fishbase)",NA,NA,"swimming",NA,"No","unheard of for fish",NA,"No","unheard of for fish",NA,NA,NA,"benthopelagic",NA,"max, min",NA,NA,"freshwater",NA,NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,"LT50"
"Oncorhynchus_tshawytscha_GBIF","Te_best","Oncorhynchus_tshawytscha","GBIF","marine",NA,"cold_over",1.56487176427617,NA,NA,"cold","min","Marine","Jenn","Oncorhynchus","tshawytscha","Salmonidae","Animalia","Chordata","Actinopterygii","Salmoniformes",150,"fishbase",NA,"carnivore","fishbase","yes","Anadromous (Fishbase)",NA,NA,"swimming",NA,"No","unheard of for fish",NA,"No","unheard of for fish",NA,NA,NA,"benthopelagic",NA,"max, min",NA,NA,"freshwater",NA,NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,"LT50"
"Oncorhynchus_tshawytscha_GBIF","elev_x_dormancy","Oncorhynchus_tshawytscha","GBIF","Marine",NA,"warm_under",-10.1679477691651,50.4516335460081,2653529,"warm","min","Marine","Jenn","Oncorhynchus","tshawytscha","Salmonidae","Animalia","Chordata","Actinopterygii","Salmoniformes",150,"fishbase",NA,"carnivore","fishbase","yes","Anadromous (Fishbase)",NA,NA,"swimming",NA,"No","unheard of for fish",NA,"No","unheard of for fish",NA,NA,NA,"benthopelagic",NA,"max, min",NA,NA,"freshwater",NA,NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,"LT50"
"Oncorhynchus_tshawytscha_GBIF","Te_best","Oncorhynchus_tshawytscha","GBIF","marine",NA,"warm_under",-10.1679477691651,NA,NA,"warm","min","Marine","Jenn","Oncorhynchus","tshawytscha","Salmonidae","Animalia","Chordata","Actinopterygii","Salmoniformes",150,"fishbase",NA,"carnivore","fishbase","yes","Anadromous (Fishbase)",NA,NA,"swimming",NA,"No","unheard of for fish",NA,"No","unheard of for fish",NA,NA,NA,"benthopelagic",NA,"max, min",NA,NA,"freshwater",NA,NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,"LT50"
"Pardosa_nigriceps_GBIF","elev_x_dormancy","Pardosa_nigriceps","GBIF","Terrestrial",NA,"cold_over",0.996503353118889,58.7839663596746,1413322,"cold","min","Terrestrial","Susana","Pardosa","nigriceps","Lycosidae","Animalia","Arthropoda","Arachnida","Araneae",0.68,"Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is length in mm","carnivore","http://www.jorgenlissner.dk/Lycosidae.aspx","N","spider","1-10","Richter (1970) Oecologia 5: 200-214 - Large dispersal distances when using aerial dispersal methods","walking","spider","Yes","Cera, I., & Spuņģis, V. (2011). Seasonal activity of wolf spiders (Araneae: Lycosidae) in coastal dune habitats at Akmensrags-Ziemupe Nature Reserve, Latvia. Environmental and Experimental Biology, 9, 91-97.","hibernates","No","no info - based on climate",NA,"N","Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT50"
"Pardosa_nigriceps_GBIF","Te_best","Pardosa_nigriceps","GBIF","terrestrial",NA,"cold_over",2.18674612045288,NA,NA,"cold","min","Terrestrial","Susana","Pardosa","nigriceps","Lycosidae","Animalia","Arthropoda","Arachnida","Araneae",0.68,"Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is length in mm","carnivore","http://www.jorgenlissner.dk/Lycosidae.aspx","N","spider","1-10","Richter (1970) Oecologia 5: 200-214 - Large dispersal distances when using aerial dispersal methods","walking","spider","Yes","Cera, I., & Spuņģis, V. (2011). Seasonal activity of wolf spiders (Araneae: Lycosidae) in coastal dune habitats at Akmensrags-Ziemupe Nature Reserve, Latvia. Environmental and Experimental Biology, 9, 91-97.","hibernates","No","no info - based on climate",NA,"N","Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT50"
"Pardosa_nigriceps_GBIF","elev_x_dormancy","Pardosa_nigriceps","GBIF","Terrestrial",NA,"warm_under",-21.5337448120117,58.7839663596746,1413322,"warm","min","Terrestrial","Susana","Pardosa","nigriceps","Lycosidae","Animalia","Arthropoda","Arachnida","Araneae",0.68,"Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is length in mm","carnivore","http://www.jorgenlissner.dk/Lycosidae.aspx","N","spider","1-10","Richter (1970) Oecologia 5: 200-214 - Large dispersal distances when using aerial dispersal methods","walking","spider","Yes","Cera, I., & Spuņģis, V. (2011). Seasonal activity of wolf spiders (Araneae: Lycosidae) in coastal dune habitats at Akmensrags-Ziemupe Nature Reserve, Latvia. Environmental and Experimental Biology, 9, 91-97.","hibernates","No","no info - based on climate",NA,"N","Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT50"
"Pardosa_nigriceps_GBIF","Te_best","Pardosa_nigriceps","GBIF","terrestrial",NA,"warm_under",-14.0949745178223,NA,NA,"warm","min","Terrestrial","Susana","Pardosa","nigriceps","Lycosidae","Animalia","Arthropoda","Arachnida","Araneae",0.68,"Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is length in mm","carnivore","http://www.jorgenlissner.dk/Lycosidae.aspx","N","spider","1-10","Richter (1970) Oecologia 5: 200-214 - Large dispersal distances when using aerial dispersal methods","walking","spider","Yes","Cera, I., & Spuņģis, V. (2011). Seasonal activity of wolf spiders (Araneae: Lycosidae) in coastal dune habitats at Akmensrags-Ziemupe Nature Reserve, Latvia. Environmental and Experimental Biology, 9, 91-97.","hibernates","No","no info - based on climate",NA,"N","Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT50"
"Periophthalmus_kalolo_GBIF","elev_x_dormancy","Periophthalmus_kalolo","GBIF","Marine",NA,"cold_over",5.9979486465454,-1.7039031600172,7911865,"cold","min","Marine","Sally","Periophthalmus","kalolo","Gobiidae","Animalia","Chordata","Actinopterygii","Perciformes",14.1,"fishbase","TL male/unsexed","carnivore","fishbase","Non-migratory","fishbase","100+","guess, PLD in genus 30-50 days - Ansari, A. A., Trivedi, S., Saggu, S., & Rehman, H. (2014). Mudskipper: A biological indicator for environmental monitoring and assessment of coastal waters. Journal of Entomology and Zoology Studies, 2(6), 22-33.","pelagic development and crawling adults","guess, pelagic planktonic larval stage in genus - Ansari, A. A., Trivedi, S., Saggu, S., & Rehman, H. (2014). Mudskipper: A biological indicator for environmental monitoring and assessment of coastal waters. Journal of Entomology and Zoology Studies, 2(6), 22-33.","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","intertidal","reef-associated",NA,"max, min",NA,"coastal",NA,"fishbase",0,-2,NA,"fishbase",NA,NA,NA,"reef-associated","marked intertidal here but actually marine according to thermal data - fixed in trait wrangling script","ct"
"Periophthalmus_kalolo_GBIF","Te_best","Periophthalmus_kalolo","GBIF","marine",NA,"cold_over",5.9979486465454,NA,NA,"cold","min","Marine","Sally","Periophthalmus","kalolo","Gobiidae","Animalia","Chordata","Actinopterygii","Perciformes",14.1,"fishbase","TL male/unsexed","carnivore","fishbase","Non-migratory","fishbase","100+","guess, PLD in genus 30-50 days - Ansari, A. A., Trivedi, S., Saggu, S., & Rehman, H. (2014). Mudskipper: A biological indicator for environmental monitoring and assessment of coastal waters. Journal of Entomology and Zoology Studies, 2(6), 22-33.","pelagic development and crawling adults","guess, pelagic planktonic larval stage in genus - Ansari, A. A., Trivedi, S., Saggu, S., & Rehman, H. (2014). Mudskipper: A biological indicator for environmental monitoring and assessment of coastal waters. Journal of Entomology and Zoology Studies, 2(6), 22-33.","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","intertidal","reef-associated",NA,"max, min",NA,"coastal",NA,"fishbase",0,-2,NA,"fishbase",NA,NA,NA,"reef-associated","marked intertidal here but actually marine according to thermal data - fixed in trait wrangling script","ct"
"Periophthalmus_kalolo_GBIF","elev_x_dormancy","Periophthalmus_kalolo","GBIF","Marine",NA,"warm_under",-2.9353847503662,-1.7039031600172,7911865,"warm","min","Marine","Sally","Periophthalmus","kalolo","Gobiidae","Animalia","Chordata","Actinopterygii","Perciformes",14.1,"fishbase","TL male/unsexed","carnivore","fishbase","Non-migratory","fishbase","100+","guess, PLD in genus 30-50 days - Ansari, A. A., Trivedi, S., Saggu, S., & Rehman, H. (2014). Mudskipper: A biological indicator for environmental monitoring and assessment of coastal waters. Journal of Entomology and Zoology Studies, 2(6), 22-33.","pelagic development and crawling adults","guess, pelagic planktonic larval stage in genus - Ansari, A. A., Trivedi, S., Saggu, S., & Rehman, H. (2014). Mudskipper: A biological indicator for environmental monitoring and assessment of coastal waters. Journal of Entomology and Zoology Studies, 2(6), 22-33.","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","intertidal","reef-associated",NA,"max, min",NA,"coastal",NA,"fishbase",0,-2,NA,"fishbase",NA,NA,NA,"reef-associated","marked intertidal here but actually marine according to thermal data - fixed in trait wrangling script","ct"
"Periophthalmus_kalolo_GBIF","Te_best","Periophthalmus_kalolo","GBIF","marine",NA,"warm_under",-2.9353847503662,NA,NA,"warm","min","Marine","Sally","Periophthalmus","kalolo","Gobiidae","Animalia","Chordata","Actinopterygii","Perciformes",14.1,"fishbase","TL male/unsexed","carnivore","fishbase","Non-migratory","fishbase","100+","guess, PLD in genus 30-50 days - Ansari, A. A., Trivedi, S., Saggu, S., & Rehman, H. (2014). Mudskipper: A biological indicator for environmental monitoring and assessment of coastal waters. Journal of Entomology and Zoology Studies, 2(6), 22-33.","pelagic development and crawling adults","guess, pelagic planktonic larval stage in genus - Ansari, A. A., Trivedi, S., Saggu, S., & Rehman, H. (2014). Mudskipper: A biological indicator for environmental monitoring and assessment of coastal waters. Journal of Entomology and Zoology Studies, 2(6), 22-33.","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","intertidal","reef-associated",NA,"max, min",NA,"coastal",NA,"fishbase",0,-2,NA,"fishbase",NA,NA,NA,"reef-associated","marked intertidal here but actually marine according to thermal data - fixed in trait wrangling script","ct"
"Petrolisthes_gracilis_GBIF","elev_x_dormancy","Petrolisthes_gracilis","GBIF","Intertidal",NA,"cold_under",-6.02246129512787,26.3808058194614,80379,"cold","min","Intertidal","Jenn","Petrolisthes","gracilis","Porcellanidae","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,"omnivore","filter feeding - Gabaldon (1979) Crustaceana 36(1): 110-112","Non-migratory","taxa","100+","PLD in genus thought to be months - Toonen, R. J., & Grosberg, R. K. (2011). Causes of chaos: spatial and temporal genetic heterogeneity in the intertidal anomuran crab Petrolisthes cinctipes. Phylogeography and population genetics in crustacea, 2011, 75-107.","pelagic development and crawling adults","pelagic planktotrophic development in genus - Toonen, R. J., & Grosberg, R. K. (2011). Causes of chaos: spatial and temporal genetic heterogeneity in the intertidal anomuran crab Petrolisthes cinctipes. Phylogeography and population genetics in crustacea, 2011, 75-107.","No","no info - based on taxa",NA,"No","no info - based on taxa",NA,"non-highland specialist","intertidal","benthic",NA,"max, min",NA,NA,"intertidal",NA,NA,NA,NA,NA,NA,NA,NA,"benthic",NA,"ct"
"Petrolisthes_gracilis_GBIF","Te_best","Petrolisthes_gracilis","GBIF","intertidal",NA,"cold_under",-6.02246129512787,NA,NA,"cold","min","Intertidal","Jenn","Petrolisthes","gracilis","Porcellanidae","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,"omnivore","filter feeding - Gabaldon (1979) Crustaceana 36(1): 110-112","Non-migratory","taxa","100+","PLD in genus thought to be months - Toonen, R. J., & Grosberg, R. K. (2011). Causes of chaos: spatial and temporal genetic heterogeneity in the intertidal anomuran crab Petrolisthes cinctipes. Phylogeography and population genetics in crustacea, 2011, 75-107.","pelagic development and crawling adults","pelagic planktotrophic development in genus - Toonen, R. J., & Grosberg, R. K. (2011). Causes of chaos: spatial and temporal genetic heterogeneity in the intertidal anomuran crab Petrolisthes cinctipes. Phylogeography and population genetics in crustacea, 2011, 75-107.","No","no info - based on taxa",NA,"No","no info - based on taxa",NA,"non-highland specialist","intertidal","benthic",NA,"max, min",NA,NA,"intertidal",NA,NA,NA,NA,NA,NA,NA,NA,"benthic",NA,"ct"
"Petrolisthes_gracilis_GBIF","elev_x_dormancy","Petrolisthes_gracilis","GBIF","Intertidal",NA,"warm_under",-6.3540725708008,26.3808058194614,80379,"warm","min","Intertidal","Jenn","Petrolisthes","gracilis","Porcellanidae","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,"omnivore","filter feeding - Gabaldon (1979) Crustaceana 36(1): 110-112","Non-migratory","taxa","100+","PLD in genus thought to be months - Toonen, R. J., & Grosberg, R. K. (2011). Causes of chaos: spatial and temporal genetic heterogeneity in the intertidal anomuran crab Petrolisthes cinctipes. Phylogeography and population genetics in crustacea, 2011, 75-107.","pelagic development and crawling adults","pelagic planktotrophic development in genus - Toonen, R. J., & Grosberg, R. K. (2011). Causes of chaos: spatial and temporal genetic heterogeneity in the intertidal anomuran crab Petrolisthes cinctipes. Phylogeography and population genetics in crustacea, 2011, 75-107.","No","no info - based on taxa",NA,"No","no info - based on taxa",NA,"non-highland specialist","intertidal","benthic",NA,"max, min",NA,NA,"intertidal",NA,NA,NA,NA,NA,NA,NA,NA,"benthic",NA,"ct"
"Petrolisthes_gracilis_GBIF","Te_best","Petrolisthes_gracilis","GBIF","intertidal",NA,"warm_under",-6.3540725708008,NA,NA,"warm","min","Intertidal","Jenn","Petrolisthes","gracilis","Porcellanidae","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,"omnivore","filter feeding - Gabaldon (1979) Crustaceana 36(1): 110-112","Non-migratory","taxa","100+","PLD in genus thought to be months - Toonen, R. J., & Grosberg, R. K. (2011). Causes of chaos: spatial and temporal genetic heterogeneity in the intertidal anomuran crab Petrolisthes cinctipes. Phylogeography and population genetics in crustacea, 2011, 75-107.","pelagic development and crawling adults","pelagic planktotrophic development in genus - Toonen, R. J., & Grosberg, R. K. (2011). Causes of chaos: spatial and temporal genetic heterogeneity in the intertidal anomuran crab Petrolisthes cinctipes. Phylogeography and population genetics in crustacea, 2011, 75-107.","No","no info - based on taxa",NA,"No","no info - based on taxa",NA,"non-highland specialist","intertidal","benthic",NA,"max, min",NA,NA,"intertidal",NA,NA,NA,NA,NA,NA,NA,NA,"benthic",NA,"ct"
"Petrolisthes_hirtipes_GBIF","elev_x_dormancy","Petrolisthes_hirtipes","GBIF","Intertidal",NA,"cold_under",-3.42208862304687,27.0952876846382,67852,"cold","min","Intertidal","Jenn","Petrolisthes","hirtipes","Porcellanidae","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,"omnivore","filter feeding - Gabaldon (1979) Crustaceana 36(1): 110-112","Non-migratory","taxa","100+","PLD in genus thought to be months - Toonen, R. J., & Grosberg, R. K. (2011). Causes of chaos: spatial and temporal genetic heterogeneity in the intertidal anomuran crab Petrolisthes cinctipes. Phylogeography and population genetics in crustacea, 2011, 75-107.","pelagic development and crawling adults","pelagic planktotrophic development in genus - Toonen, R. J., & Grosberg, R. K. (2011). Causes of chaos: spatial and temporal genetic heterogeneity in the intertidal anomuran crab Petrolisthes cinctipes. Phylogeography and population genetics in crustacea, 2011, 75-107.","No","no info - based on taxa",NA,"No","no info - based on taxa",NA,"non-highland specialist","intertidal","demersal",NA,"max, min",NA,NA,"intertidal",NA,NA,NA,NA,NA,NA,NA,NA,"demersal",NA,"ct"
"Petrolisthes_hirtipes_GBIF","Te_best","Petrolisthes_hirtipes","GBIF","intertidal",NA,"cold_under",-3.42208862304687,NA,NA,"cold","min","Intertidal","Jenn","Petrolisthes","hirtipes","Porcellanidae","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,"omnivore","filter feeding - Gabaldon (1979) Crustaceana 36(1): 110-112","Non-migratory","taxa","100+","PLD in genus thought to be months - Toonen, R. J., & Grosberg, R. K. (2011). Causes of chaos: spatial and temporal genetic heterogeneity in the intertidal anomuran crab Petrolisthes cinctipes. Phylogeography and population genetics in crustacea, 2011, 75-107.","pelagic development and crawling adults","pelagic planktotrophic development in genus - Toonen, R. J., & Grosberg, R. K. (2011). Causes of chaos: spatial and temporal genetic heterogeneity in the intertidal anomuran crab Petrolisthes cinctipes. Phylogeography and population genetics in crustacea, 2011, 75-107.","No","no info - based on taxa",NA,"No","no info - based on taxa",NA,"non-highland specialist","intertidal","demersal",NA,"max, min",NA,NA,"intertidal",NA,NA,NA,NA,NA,NA,NA,NA,"demersal",NA,"ct"
