"range","type","dormancy","realm","r_niche_upper","p_niche_upper","ctmax","r_niche_lower","p_niche_lower","ctmin","warm_under","warm_over","f_warm_over","f_warm_under","cold_under","cold_over","f_cold_over","f_cold_under","species","source","range_area_km2","lat_mp"
"Liolaemus_petrophilus_IUCN","elev_x_dormancy",NA,"Terrestrial",21.5522727966309,35.0089912414551,45.23,1.69042301177979,7.31665897369385,7.31,-13.4567184448242,0,0,23.6777272033691,0,5.62623596191406,14.2422727966309,0,"Liolaemus petrophilus","IUCN",96396,-42.934182997
"Liolaemus_poecilochromus_GBIF","elev_x_dormancy",NA,"Terrestrial",27.697301864624,32.2927665710449,44.16,2.6170015335083,9.38766384124756,9.35,-4.5954647064209,0,0,16.462698135376,0,6.77066230773926,18.347301864624,0,"Liolaemus poecilochromus","GBIF",539905,-19.3358345281776
"Liolaemus_poecilochromus_IUCN","elev_x_dormancy",NA,"Terrestrial",17.3908443450928,32.2927665710449,44.16,4.28249740600586,9.38766384124756,9.35,-14.9019222259521,0,0,26.7691556549072,0,5.1051664352417,8.0408443450928,0,"Liolaemus poecilochromus","IUCN",10167,-26.3318233595
"Liolaemus_pseudoanomalus_IUCN","elev_x_dormancy",NA,"Terrestrial",28.0230865478516,33.4496994018555,45.93,11.6956214904785,12.217339515686,12.19,-5.4266128540039,0,0,17.9069134521484,0,0.5217180252075,15.8330865478516,0,"Liolaemus pseudoanomalus","IUCN",27880,-28.2579329684999
"Liolaemus_quilmes_IUCN","elev_x_dormancy",NA,"Terrestrial",23.3416194915771,33.4496994018555,44.69,6.69994831085205,8.5288257598877,8.46,-10.1080799102784,0,0,21.3483805084229,0,1.82887744903565,14.8816194915771,0,"Liolaemus quilmes","IUCN",7935,-26.3643173055
"Liolaemus_quilmes_GBIF","elev_x_dormancy",NA,"Terrestrial",26.6525135040283,33.4496994018555,44.69,7.60883045196533,8.5288257598877,8.46,-6.7971858978272,0,0,18.0374864959717,0,0.91999530792237,18.1925135040283,0,"Liolaemus quilmes","GBIF",12069,-26.6851712712983
"Liolaemus_riojanus_IUCN","elev_x_dormancy",NA,"Terrestrial",26.2681274414062,34.6621780395508,45.2,13.0896911621094,10.7864303588867,10.7,-8.3940505981446,0,0,18.9318725585938,-2.3032608032227,0,0,-2.3896911621094,"Liolaemus riojanus","IUCN",14046,-31.139950122
"Liolaemus_robertmertensi_IUCN","elev_x_dormancy",NA,"Terrestrial",26.7885646820068,34.6534881591797,43,7.60883045196533,14.2163019180298,14.07,-7.8649234771729,0,0,16.2114353179932,0,6.60747146606447,12.7185646820068,0,"Liolaemus robertmertensi","IUCN",19952,-27.6282195804999
"Liolaemus_rothi_IUCN","elev_x_dormancy",NA,"Terrestrial",20.6863307952881,34.6534881591797,43.8,2.23193693161011,5.58497905731201,5.5,-13.9671573638916,0,0,23.1136692047119,0,3.3530421257019,15.1863307952881,0,"Liolaemus rothi","IUCN",77654,-39.75285205
"Liolaemus_rothi_GBIF","elev_x_dormancy",NA,"Terrestrial",22.3307666778564,34.6534881591797,43.8,1.08261740207672,5.58497905731201,5.5,-12.3227214813233,0,0,21.4692333221436,0,4.50236165523529,16.8307666778564,0,"Liolaemus rothi","GBIF",253021,-39.9016243781565
"Liolaemus_salinicola_IUCN","elev_x_dormancy",NA,"Terrestrial",26.7885646820068,33.4496994018555,48.21,11.6956214904785,14.26025390625,14.2,-6.6611347198487,0,0,21.4214353179932,0,2.5646324157715,12.5885646820068,0,"Liolaemus salinicola","IUCN",6749,-27.8639966784999
"Liolaemus_scapularis_IUCN","elev_x_dormancy",NA,"Terrestrial",23.7578678131104,33.4496994018555,45.57,7.60883045196533,9.40351009368896,9.39,-9.6918315887451,0,0,21.8121321868896,0,1.79467964172363,14.3678678131104,0,"Liolaemus scapularis","IUCN",6550,-26.6782646765
"Liolaemus_telsen_IUCN","elev_x_dormancy",NA,"Terrestrial",19.6068725585938,34.4954528808594,44.6,3.16331124305725,9.01677131652832,8.98,-14.8885803222656,0,0,24.9931274414062,0,5.85346007347107,10.6268725585938,0,"Liolaemus telsen","IUCN",21208,-41.733879623
"Liolaemus_xanthoviridis_IUCN","elev_x_dormancy",NA,"Terrestrial",19.5431499481201,35.0089912414551,44.48,4.62502861022949,7.88376331329346,7.86,-15.465841293335,0,0,24.9368500518799,0,3.25873470306397,11.6831499481201,0,"Liolaemus xanthoviridis","IUCN",5726,-44.331013589
"Lophognathus_gilberti_IUCN","elev_x_dormancy",NA,"Terrestrial",40.5953636169434,40.5953636169434,41.8,15.2091608047485,2.70111322402954,2.7,0,0,0,1.2046363830566,-12.508047580719,0,0,-12.5091608047485,"Lophognathus gilberti","IUCN",1134068,-17.9194482535
"Moloch_horridus_GBIF","elev_x_dormancy",NA,"Terrestrial",40.5953636169434,40.5953636169434,42.5,6.59669303894043,3.51877808570862,3.5,0,0,0,1.9046363830566,-3.07791495323181,0,0,-3.09669303894043,"Moloch horridus","GBIF",3892142,-26.3102415920092
"Moloch_horridus_IUCN","elev_x_dormancy",NA,"Terrestrial",40.4576721191406,40.5953636169434,42.5,7.78002119064331,3.51877808570862,3.5,-0.137691497802805,0,0,2.0423278808594,-4.26124310493469,0,0,-4.28002119064331,"Moloch horridus","IUCN",2821699,-25.8645287455
"Myrmecocystus_mimicus_GBIF","elev_x_dormancy",NA,"Terrestrial",33.0686492919922,34.6883811950684,47.7,4.13565349578857,11.2268209457397,11.2,-1.6197319030762,0,0,14.6313507080078,0,7.09116744995113,21.8686492919922,0,"Myrmecocystus mimicus","GBIF",2067322,32.5460197896374
"Nannoscincus_maccoyi_GBIF","elev_x_dormancy",NA,"Terrestrial",25.4757614135742,36.8464317321777,37,4.6081690788269,4.02032327651978,4,-11.3706703186035,0,0,11.5242385864258,-0.58784580230712,0,0,-0.6081690788269,"Nannoscincus maccoyi","GBIF",439857,-36.1757268846015
"Niveoscincus_metallicus_GBIF","elev_x_dormancy",NA,"Terrestrial",24.8020439147949,38.6394119262695,39.6,1.01430869102478,2.7646701335907,2.7,-13.8373680114746,0,0,14.7979560852051,0,1.75036144256592,22.1020439147949,0,"Niveoscincus metallicus","GBIF",449076,-38.5273347957212
"Niveoscincus_metallicus_GARD","elev_x_dormancy",NA,"Terrestrial",19.2286434173584,38.6394119262695,39.6,1.01430869102478,2.7646701335907,2.7,-19.4107685089111,0,0,20.3713565826416,0,1.75036144256592,16.5286434173584,0,"Niveoscincus metallicus","GARD",92426,-40.4485801420487
"Niveoscincus_ocellatus_GBIF","elev_x_dormancy",NA,"Terrestrial",17.3120021820068,38.6394119262695,40.1,1.88901960849762,3.06616616249084,3,-21.3274097442627,0,0,22.7879978179932,0,1.17714655399322,14.3120021820068,0,"Niveoscincus ocellatus","GBIF",45571,-41.4976387024141
"Niveoscincus_ocellatus_GARD","elev_x_dormancy",NA,"Terrestrial",17.3120021820068,38.6394119262695,40.1,1.88901960849762,3.06616616249084,3,-21.3274097442627,0,0,22.7879978179932,0,1.17714655399322,14.3120021820068,0,"Niveoscincus ocellatus","GARD",56356,-41.9001072418441
"Notechis_scutatus_IUCN","elev_x_dormancy",NA,"Terrestrial",28.6963539123535,37.7562484741211,38,1.01430869102478,2.3191511631012,2.2,-9.0598945617676,0,0,9.3036460876465,0,1.30484247207642,26.4963539123535,0,"Notechis scutatus","IUCN",644873,-34.1724236785
"Oedothorax_apicatus_GBIF","elev_x_dormancy",NA,"Terrestrial",16.2841262817383,37.6310997009277,40.8,-7.36802291870117,-7.4967999458313,-7.5,-21.3469734191894,0,0,24.5158737182617,-0.12877702713013,0,0,-0.13197708129883,"Oedothorax apicatus","GBIF",1500931,56.9490760621602
"Pardosa_nigriceps_GBIF","elev_x_dormancy",NA,"Terrestrial",16.097354888916,37.6310997009277,39.7,-8.17800426483154,-7.18150091171265,-7.2,-21.5337448120117,0,0,23.602645111084,0,0.996503353118889,23.297354888916,0,"Pardosa nigriceps","GBIF",1413322,58.7839663596746
"Philodromus_aureolus_GBIF","elev_x_dormancy",NA,"Terrestrial",20.6515579223633,37.6310997009277,42.1,-7.97906589508057,-10.7914247512817,-10.8,-16.9795417785644,0,0,21.4484420776367,-2.81235885620113,0,0,-2.82093410491943,"Philodromus aureolus","GBIF",2432361,55.7352148693996
"Phrynosoma_cornutum_IUCN","elev_x_dormancy",NA,"Terrestrial",31.4293155670166,34.6883811950684,47.9,5.69963550567627,9.54105186462402,9.5,-3.2590656280518,0,0,16.4706844329834,0,3.84141635894775,21.9293155670166,0,"Phrynosoma cornutum","IUCN",1801830,31.469849648
"Phymaturus_antofagastensis_IUCN","elev_x_dormancy",NA,"Terrestrial",21.6057319641113,31.2026996612549,41.4,2.6170015335083,11.9631538391113,11.8,-9.5969676971436,0,0,19.7942680358887,0,9.346152305603,9.8057319641113,0,"Phymaturus antofagastensis","IUCN",671,-26.9898155065
"Phymaturus_dorsimaculatus_IUCN","elev_x_dormancy",NA,"Terrestrial",17.5836219787598,33.4496994018555,41.9,6.60840797424316,10.7240905761719,10.5,-15.8660774230957,0,0,24.3163780212402,0,4.11568260192874,7.0836219787598,0,"Phymaturus dorsimaculatus","IUCN",1275,-37.8226289335
"Phymaturus_indistinctus_IUCN","elev_x_dormancy",NA,"Terrestrial",15.0179996490479,34.6621780395508,44.7,2.04798078536987,7.02555322647095,7,-19.6441783905029,0,0,29.6820003509521,0,4.97757244110108,8.0179996490479,0,"Phymaturus indistinctus","IUCN",493,-45.438529748
"Phymaturus_palluma_IUCN","elev_x_dormancy",NA,"Terrestrial",19.4804782867432,33.5492973327637,44.6,7.08711957931519,11.6665639877319,11.5,-14.0688190460205,0,0,25.1195217132568,0,4.57944440841671,7.9804782867432,0,"Phymaturus palluma","IUCN",14611,-34.711029082
"Phymaturus_patagonicus_GARD","elev_x_dormancy",NA,"Terrestrial",29.2163028717041,35.6810111999512,39.9,-0.977294325828552,9.8058443069458,9.8,-6.4647083282471,0,0,10.6836971282959,0,10.7831386327744,19.4163028717041,0,"Phymaturus patagonicus","GARD",59315,-43.4863621095636
"Phymaturus_somuncurensis_IUCN","elev_x_dormancy",NA,"Terrestrial",18.5202655792236,34.3612442016602,42.8,5.40625047683716,5.73990440368652,5.7,-15.8409786224366,0,0,24.2797344207764,0,0.33365392684936,12.8202655792236,0,"Phymaturus somuncurensis","IUCN",6299,-41.4671321835
"Phymaturus_tenebrosus_GBIF","elev_x_dormancy",NA,"Terrestrial",15.743556022644,34.4954528808594,39.9,2.23193693161011,9.95700550079346,9.8,-18.7518968582154,0,0,24.156443977356,0,7.72506856918335,5.943556022644,0,"Phymaturus tenebrosus","GBIF",1758,-40.9479412419269
"Phymaturus_tenebrosus_IUCN","elev_x_dormancy",NA,"Terrestrial",15.743556022644,34.4954528808594,39.9,2.23193693161011,9.95700550079346,9.8,-18.7518968582154,0,0,24.156443977356,0,7.72506856918335,5.943556022644,0,"Phymaturus tenebrosus","IUCN",2046,-40.890719821
"Phymaturus_zapalensis_GBIF","elev_x_dormancy",NA,"Terrestrial",16.9389133453369,34.1457862854004,42.4,4.62953996658325,9.01677131652832,8.9,-17.2068729400635,0,0,25.4610866546631,0,4.38723134994507,8.0389133453369,0,"Phymaturus zapalensis","GBIF",9646,-39.7065451908183
"Phymaturus_zapalensis_IUCN","elev_x_dormancy",NA,"Terrestrial",16.9389133453369,34.1457862854004,42.4,3.47078466415405,9.01677131652832,8.9,-17.2068729400635,0,0,25.4610866546631,0,5.54598665237427,8.0389133453369,0,"Phymaturus zapalensis","IUCN",6475,-39.4286127115
"Platysaurus_intermedius_IUCN","elev_x_dormancy",NA,"Terrestrial",32.4836959838867,40.6947975158691,44.8,12.5564584732056,8.90342617034912,8.8,-8.2111015319824,0,0,12.3163040161133,-3.65303230285648,0,0,-3.7564584732056,"Platysaurus intermedius","IUCN",391376,-21.9959567625
"Plestiodon_chinensis_IUCN","elev_x_dormancy",NA,"Terrestrial",29.7943439483643,37.0400772094727,42.3,4.02301359176636,6.39500522613525,6.3,-7.2457332611084,0,0,12.5056560516357,0,2.37199163436889,23.4943439483643,0,"Plestiodon chinensis","IUCN",2247769,28.0595633365
"Plestiodon_elegans_IUCN","elev_x_dormancy",NA,"Terrestrial",28.6712875366211,37.6310997009277,41.9,-0.531248331069946,9.30567932128906,9.3,-8.9598121643066,0,0,13.2287124633789,0,9.83692765235901,19.3712875366211,0,"Plestiodon elegans","IUCN",3092054,30.7924871925001
"Plestiodon_gilberti_IUCN","elev_x_dormancy",NA,"Terrestrial",29.4898242950439,34.6883811950684,42.3,5.84026193618774,7.71861553192139,7.7,-5.1985569000245,0,0,12.8101757049561,0,1.87835359573365,21.7898242950439,0,"Plestiodon gilberti","IUCN",216396,35.2476718035001
"Podarcis_muralis_IUCN","elev_x_dormancy",NA,"Terrestrial",22.2497901916504,37.6310997009277,44.2,0.54790723323822,5.92960071563721,5.9,-15.3813095092773,0,0,21.9502098083496,0,5.38169348239899,16.3497901916504,0,"Podarcis muralis","IUCN",1831067,44.084485593
"Prinerigone_vagans_GBIF","elev_x_dormancy",NA,"Terrestrial",18.6888999938965,35.6081466674805,35.9,-6.14531421661377,-8.08839416503906,-8.1,-16.919246673584,0,0,17.2111000061035,-1.94307994842529,0,0,-1.95468578338623,"Prinerigone vagans","GBIF",193078,51.8532944361072
"Protobothrops_mucrosquamatus_IUCN","elev_x_dormancy",NA,"Terrestrial",35.4281044006348,37.6310997009277,38.2,-0.798748314380646,5.30083084106445,5.3,-2.2029953002929,0,0,2.7718955993652,0,6.0995791554451,30.1281044006348,0,"Protobothrops mucrosquamatus","IUCN",3572457,28.422616895
"Psammodromus_algirus_IUCN","elev_x_dormancy",NA,"Terrestrial",29.5355606079102,38.550422668457,43.5,9.3911190032959,7.00208759307861,7,-9.0148620605468,0,0,13.9644393920898,-2.38903141021729,0,0,-2.3911190032959,"Psammodromus algirus","IUCN",585059,33.129005226
"Psammodromus_hispanicus_IUCN","elev_x_dormancy",NA,"Terrestrial",24.838228225708,37.6310997009277,45.5,4.33576917648315,8.80167007446289,8.8,-12.7928714752197,0,0,20.661771774292,0,4.46590089797974,16.038228225708,0,"Psammodromus hispanicus","IUCN",488894,40.2736355930001
"Pseudacris_cadaverina_IUCN","elev_x_dormancy",NA,"Terrestrial",29.4898242950439,34.6883811950684,36.8,7.11111068725586,-1.39992964267731,-1.4,-5.1985569000245,0,0,7.3101757049561,-8.51104032993317,0,0,-8.51111068725586,"Pseudacris cadaverina","IUCN",63751,32.8212265295001
"Pseudacris_regilla_IUCN","elev_x_dormancy",NA,"Terrestrial",30.8985843658447,34.6883811950684,36.6,-4.33685255050659,-0.994427680969238,-1,-3.7897968292237,0,0,5.7014156341553,0,3.34242486953735,31.8985843658447,0,"Pseudacris regilla","IUCN",1543994,39.4166402815
"Pseudemoia_entrecasteauxii_GBIF","elev_x_dormancy",NA,"Terrestrial",27.556734085083,38.6394119262695,42.1,1.01430869102478,2.54849791526794,2.5,-11.0826778411865,0,0,14.543265914917,0,1.53418922424316,25.056734085083,0,"Pseudemoia entrecasteauxii","GBIF",1017724,-36.8862419382866
"Pseudemoia_entrecasteauxii_IUCN","elev_x_dormancy",NA,"Terrestrial",25.2018547058105,38.6394119262695,42.1,1.01430869102478,2.54849791526794,2.5,-13.437557220459,0,0,16.8981452941895,0,1.53418922424316,22.7018547058105,0,"Pseudemoia entrecasteauxii","IUCN",582019,-37.6590172825
"Pseudemoia_spenceri_IUCN","elev_x_dormancy",NA,"Terrestrial",21.9876937866211,38.6394119262695,42.3,5.17008781433105,2.3191511631012,2.3,-16.6517181396484,0,0,20.3123062133789,-2.85093665122985,0,0,-2.87008781433105,"Pseudemoia spenceri","IUCN",132998,-36.1054946794999
"Pseudemoia_spenceri_GBIF","elev_x_dormancy",NA,"Terrestrial",24.8020439147949,38.6394119262695,42.3,4.87086629867554,2.3191511631012,2.3,-13.8373680114746,0,0,17.4979560852051,-2.55171513557434,0,0,-2.57086629867554,"Pseudemoia spenceri","GBIF",314907,-35.6889149120089
"Pseudonaja_textilis_IUCN","elev_x_dormancy",NA,"Terrestrial",38.6394119262695,38.6394119262695,42.4,4.6081690788269,3.5500693321228,3.5,0,0,0,3.7605880737305,-1.0580997467041,0,0,-1.1081690788269,"Pseudonaja textilis","IUCN",3191160,-25.674035752
"Rana_cascadae_IUCN","elev_x_dormancy",NA,"Terrestrial",22.3017292022705,33.4138984680176,33.6,0.760939836502075,-0.994427680969238,-1,-11.1121692657471,0,0,11.2982707977295,-1.75536751747131,0,0,-1.76093983650207,"Rana cascadae","IUCN",113889,44.4384598915001
"Rana_pretiosa_IUCN","elev_x_dormancy",NA,"Terrestrial",18.3732032775879,34.6883811950684,34.8,1.41323530673981,-0.994427680969238,-1,-16.3151779174805,0,0,16.4267967224121,-2.40766298770905,0,0,-2.41323530673981,"Rana pretiosa","IUCN",62528,45.0841598285
"Rankinia_diemensis_IUCN","elev_x_dormancy",NA,"Terrestrial",25.4411525726318,38.6394119262695,44.8,1.01430869102478,3.11227345466614,3.1,-13.1982593536377,0,0,19.3588474273682,0,2.09796476364136,22.3411525726318,0,"Rankinia diemensis","IUCN",332897,-37.0092643385
"Saproscincus_mustelina_GBIF","elev_x_dormancy",NA,"Terrestrial",36.3071670532227,37.6964111328125,37.7,3.52797293663025,6.2353081703186,6.2,-1.3892440795898,0,0,1.3928329467773,0,2.70733523368835,30.1071670532227,0,"Saproscincus mustelina","GBIF",795127,-32.6951731316229
"Sceloporus_graciosus_IUCN","elev_x_dormancy",NA,"Terrestrial",29.4958744049072,34.6883811950684,43,-3.61889100074768,9.12840747833252,9.1,-5.1925067901612,0,0,13.5041255950928,0,12.7472984790802,20.3958744049072,0,"Sceloporus graciosus","IUCN",1461397,40.5884107895
"Sceloporus_malachiticus_IUCN","elev_x_dormancy",NA,"Terrestrial",31.9441947937012,33.8594207763672,42.8,17.0586376190186,13.8928117752075,9.7,-1.915225982666,0,0,10.8558052062988,-3.1658258438111,0,0,-7.3586376190186,"Sceloporus malachiticus","IUCN",44000,12.210648116
"Sceloporus_merriami_IUCN","elev_x_dormancy",NA,"Terrestrial",30.0851802825928,34.6883811950684,41.5,13.7179918289185,14.1139059066772,14.1,-4.6032009124756,0,0,11.4148197174072,0,0.3959140777587,15.9851802825928,0,"Sceloporus merriami","IUCN",143789,28.6531385135001
"Sceloporus_occidentalis_IUCN","elev_x_dormancy",NA,"Terrestrial",29.4958744049072,34.6883811950684,44.1,-0.592898190021515,4.80552005767822,4.8,-5.1925067901612,0,0,14.6041255950928,0,5.39841824769973,24.6958744049072,0,"Sceloporus occidentalis","IUCN",1007976,38.4105152680001
"Sceloporus_undulatus_IUCN","elev_x_dormancy",NA,"Terrestrial",31.2673244476318,34.6883811950684,40.4,-0.522573173046112,11.4109239578247,11.4,-3.4210567474366,0,0,9.1326755523682,0,11.9334971308708,19.8673244476318,0,"Sceloporus undulatus","IUCN",4098308,33.6857207805
"Sceloporus_variabilis_IUCN","elev_x_dormancy",NA,"Terrestrial",32.6442337036133,34.6883811950684,43.1,10.9148187637329,10.2482395172119,10.2,-2.0441474914551,0,0,10.4557662963867,-0.666579246521,0,0,-0.7148187637329,"Sceloporus variabilis","IUCN",758205,19.871451299
"Scotina_gracilipes_GBIF","elev_x_dormancy",NA,"Terrestrial",19.055103302002,40.5134429931641,41.4,-16.8275184631348,-6.89587068557739,-6.9,-21.4583396911621,0,0,22.344896697998,0,9.93164777755741,25.955103302002,0,"Scotina gracilipes","GBIF",1013433,56.1790486938401
"Spea_hammondii_IUCN","elev_x_dormancy",NA,"Terrestrial",27.6078414916992,34.3263969421387,40.3,7.11111068725586,0.000927466549910605,0,-6.7185554504395,0,0,12.6921585083008,-7.11018322070595,0,0,-7.11111068725586,"Spea hammondii","IUCN",122001,35.2312285305001
"Sphaerodactylus_gaigeae_IUCN","elev_x_dormancy",NA,"Terrestrial",30.6277523040771,33.8594207763672,38.2,17.9571189880371,14.3135318756104,12.5,-3.2316684722901,0,0,7.5722476959229,-3.6435871124267,0,0,-5.4571189880371,"Sphaerodactylus gaigeae","IUCN",3302,18.2145555
"Sphaerodactylus_klauberi_IUCN","elev_x_dormancy",NA,"Terrestrial",30.6277523040771,33.8594207763672,36.3,17.9571189880371,13.8928117752075,10.4,-3.2316684722901,0,0,5.6722476959229,-4.0643072128296,0,0,-7.5571189880371,"Sphaerodactylus klauberi","IUCN",3212,18.272124624
"Sphaerodactylus_macrolepis_IUCN","elev_x_dormancy",NA,"Terrestrial",30.6277523040771,33.8594207763672,39.4,17.9571189880371,13.8928117752075,11.3,-3.2316684722901,0,0,8.7722476959229,-4.0643072128296,0,0,-6.6571189880371,"Sphaerodactylus macrolepis","IUCN",7942,18.2115835
"Sphaerodactylus_nicholsi_IUCN","elev_x_dormancy",NA,"Terrestrial",30.6277523040771,33.8594207763672,39.5,18.4960823059082,14.3135318756104,11.4,-3.2316684722901,0,0,8.8722476959229,-4.1825504302978,0,0,-7.0960823059082,"Sphaerodactylus nicholsi","IUCN",1203,18.2252252535
"Sphaerodactylus_roosevelti_GBIF","elev_x_dormancy",NA,"Terrestrial",30.6277523040771,33.8594207763672,39.3,17.9571189880371,15.0783462524414,10.5,-3.2316684722901,0,0,8.6722476959229,-2.8787727355957,0,0,-7.4571189880371,"Sphaerodactylus roosevelti","GBIF",954,18.0276593325736
